time_id,order_date,isholiday
T22077,06m-07d-22y,no
T22078,07m-11d-22y,no
T22079,06m-07d-22y,no
T22080,06m-02d-22y,no
T22081,09m-06d-22y,no
T22082,06m-12d-22y,no
T22083,06m-12d-22y,no
T22084,06m-17d-22y,no
T22085,08m-06d-22y,no
T22086,05m-27d-22y,no
T22087,02m-06d-22y,no
T22088,03m-18d-22y,no
T22089,05m-30d-22y,yes
T22090,06m-17d-22y,no
T22091,06m-04d-22y,no
T22092,06m-08d-22y,no
T22093,02m-18d-22y,no
T22094,02m-19d-22y,no
T22095,01m-04d-22y,no
T22096,09m-04d-22y,no
T22097,07m-06d-22y,no
T22098,03m-18d-22y,no
T22099,01m-03d-22y,no
T22100,05m-18d-22y,no
T22101,02m-03d-22y,no
T22102,05m-20d-22y,no
T22103,01m-06d-22y,no
T22104,02m-19d-22y,no
T22105,02m-19d-22y,no
T22106,02m-19d-22y,no
T22107,01m-04d-22y,no
T22108,01m-29d-22y,no
T22109,01m-29d-22y,no
T22110,06m-08d-22y,no
T22111,04m-26d-22y,no
T22112,03m-28d-22y,no
T22113,06m-11d-22y,no
T22114,03m-28d-22y,no
T22115,08m-11d-22y,no
T22116,07m-08d-22y,no
T22117,03m-23d-22y,no
T22118,07m-08d-22y,no
T22119,09m-11d-22y,no
T22120,01m-22d-22y,no
T22121,08m-11d-22y,no
T22122,03m-28d-22y,no
T22123,03m-28d-22y,no
T22124,09m-02d-22y,no
T22125,07m-08d-22y,no
T22126,04m-26d-22y,no
T22127,09m-04d-22y,no
T22128,06m-01d-22y,no
T22129,03m-03d-22y,no
T22130,05m-19d-22y,no
T22131,05m-19d-22y,no
T22132,02m-05d-22y,no
T22133,01m-25d-22y,no
T22134,05m-25d-22y,no
T22135,07m-08d-22y,no
T22136,07m-05d-22y,no
T22137,04m-24d-22y,no
T22138,06m-17d-22y,no
T22139,09m-02d-22y,no
T22140,07m-08d-22y,no
T22141,05m-17d-22y,no
T22142,02m-18d-22y,no
T22143,07m-04d-22y,yes
T22144,06m-27d-22y,no
T22145,05m-12d-22y,no
T22146,06m-24d-22y,no
T22147,09m-02d-22y,no
T22148,01m-23d-22y,no
T22149,09m-02d-22y,no
T22150,09m-02d-22y,no
T22151,06m-22d-22y,no
T22152,01m-22d-22y,no
T22153,06m-30d-22y,no
T22154,07m-12d-22y,no
T22155,11m-05d-22y,no
T22156,06m-20d-22y,yes
T22157,02m-18d-22y,no
T22158,04m-05d-22y,no
T22159,03m-22d-22y,no
T22160,01m-30d-22y,no
T22161,06m-22d-22y,no
T22162,02m-06d-22y,no
T22163,01m-25d-22y,no
T22164,01m-23d-22y,no
T22165,02m-04d-22y,no
T22166,07m-02d-22y,no
T22167,02m-18d-22y,no
T22168,07m-05d-22y,no
T22169,08m-11d-22y,no
T22170,07m-08d-22y,no
T22171,06m-23d-22y,no
T22172,03m-31d-22y,no
T22173,06m-23d-22y,no
T22174,02m-18d-22y,no
T22175,03m-31d-22y,no
T22176,06m-23d-22y,no
T22177,06m-30d-22y,no
T22178,09m-09d-22y,no
T22179,05m-07d-22y,no
T22180,02m-16d-22y,no
T22181,06m-09d-22y,no
T22182,06m-23d-22y,no
T22183,07m-03d-22y,no
T22184,11m-06d-22y,no
T22185,06m-24d-22y,no
T22186,02m-17d-22y,no
T22187,06m-03d-22y,no
T22188,09m-09d-22y,no
T22189,12m-05d-22y,no
T22190,07m-03d-22y,no
T22191,09m-07d-22y,no
T22192,02m-17d-22y,no
T22193,06m-09d-22y,no
T22194,09m-12d-22y,no
T22195,09m-07d-22y,no
T22196,12m-04d-22y,no
T22197,05m-07d-22y,no
T22198,06m-21d-22y,no
T22199,04m-05d-22y,no
T22200,11m-04d-22y,no
T22201,09m-12d-22y,no
T22202,02m-16d-22y,no
T22203,06m-09d-22y,no
T22204,11m-04d-22y,no
T22205,02m-16d-22y,no
T22206,11m-04d-22y,no
T22207,06m-04d-22y,no
T22208,03m-27d-22y,no
T22209,06m-03d-22y,no
T22210,07m-05d-22y,no
T22211,04m-22d-22y,no
T22212,04m-22d-22y,no
T22213,06m-11d-22y,no
T22214,05m-10d-22y,no
T22215,03m-05d-22y,no
T22216,09m-09d-22y,no
T22217,04m-22d-22y,no
T22218,03m-23d-22y,no
T22219,08m-02d-22y,no
T22220,02m-16d-22y,no
T22221,09m-05d-22y,yes
T22222,08m-02d-22y,no
T22223,05m-08d-22y,no
T22224,09m-03d-22y,no
T22225,05m-03d-22y,no
T22226,03m-28d-22y,no
T22227,01m-24d-22y,no
T22228,09m-05d-22y,yes
T22229,04m-21d-22y,no
T22230,02m-24d-22y,no
T22231,08m-01d-22y,no
T22232,06m-01d-22y,no
T22233,04m-21d-22y,no
T22234,05m-27d-22y,no
T22235,02m-22d-22y,no
T22236,09m-07d-22y,no
T22237,08m-03d-22y,no
T22238,07m-07d-22y,no
T22239,04m-22d-22y,no
T22240,04m-17d-22y,no
T22241,09m-05d-22y,yes
T22242,05m-25d-22y,no
T22243,05m-25d-22y,no
T22244,05m-25d-22y,no
T22245,02m-27d-22y,no
T22246,07m-06d-22y,no
T22247,03m-22d-22y,no
T22248,07m-06d-22y,no
T22249,06m-12d-22y,no
T22250,06m-18d-22y,no
T22251,06m-08d-22y,no
T22252,03m-18d-22y,no
T22253,06m-08d-22y,no
T22254,03m-18d-22y,no
T22255,05m-12d-22y,no
T22256,03m-30d-22y,no
T22257,04m-30d-22y,no
T22258,01m-22d-22y,no
T22259,03m-03d-22y,no
T22260,03m-30d-22y,no
T22261,06m-12d-22y,no
T22262,01m-30d-22y,no
T22263,01m-22d-22y,no
T22264,03m-31d-22y,no
T22265,05m-12d-22y,no
T22266,05m-19d-22y,no
T22267,03m-31d-22y,no
T22268,06m-18d-22y,no
T22269,09m-12d-22y,no
T22270,06m-16d-22y,no
T22271,09m-12d-22y,no
T22272,05m-03d-22y,no
T22273,07m-03d-22y,no
T22274,05m-27d-22y,no
T22275,09m-07d-22y,no
T22276,03m-06d-22y,no
T22277,04m-06d-22y,no
T22278,03m-23d-22y,no
T22279,08m-02d-22y,no
T22280,12m-04d-22y,no
T22281,02m-22d-22y,no
T22282,01m-29d-22y,no
T22283,02m-24d-22y,no
T22284,06m-27d-22y,no
T22285,03m-20d-22y,no
T22286,07m-03d-22y,no
T22287,06m-04d-22y,no
T22288,01m-29d-22y,no
T22289,05m-07d-22y,no
T22290,05m-31d-22y,no
T22291,09m-03d-22y,no
T22292,02m-06d-22y,no
T22293,05m-05d-22y,no
T22294,05m-10d-22y,no
T22295,03m-17d-22y,no
T22296,10m-05d-22y,no
T22297,02m-24d-22y,no
T22298,03m-02d-22y,no
T22299,05m-12d-22y,no
T22300,10m-05d-22y,no
T22301,03m-22d-22y,no
T22302,06m-07d-22y,no
T22303,06m-02d-22y,no
T22304,06m-12d-22y,no
T22305,06m-08d-22y,no
T22306,06m-08d-22y,no
T22307,03m-18d-22y,no
T22308,06m-24d-22y,no
T22309,05m-22d-22y,no
T22310,04m-20d-22y,no
T22311,05m-05d-22y,no
T22312,01m-03d-22y,no
T22313,07m-01d-22y,no
T22314,06m-17d-22y,no
T22315,03m-23d-22y,no
T22316,09m-02d-22y,no
T22317,05m-23d-22y,no
T22318,03m-04d-22y,no
T22319,07m-12d-22y,no
T22320,01m-23d-22y,no
T22321,01m-31d-22y,no
T22322,01m-23d-22y,no
T22323,08m-11d-22y,no
T22324,08m-11d-22y,no
T22325,02m-04d-22y,no
T22326,05m-27d-22y,no
T22327,04m-05d-22y,no
T22328,07m-03d-22y,no
T22329,02m-17d-22y,no
T22330,06m-21d-22y,no
T22331,02m-17d-22y,no
T22332,06m-21d-22y,no
T22333,05m-07d-22y,no
T22334,11m-05d-22y,no
T22335,09m-12d-22y,no
T22336,02m-16d-22y,no
T22337,06m-27d-22y,no
T22338,12m-06d-22y,no
T22339,04m-05d-22y,no
T22340,06m-26d-22y,no
T22341,09m-12d-22y,no
T22342,03m-17d-22y,no
T22343,06m-24d-22y,no
T22344,07m-10d-22y,no
T22345,04m-17d-22y,no
T22346,03m-28d-22y,no
T22347,08m-05d-22y,no
T22348,03m-02d-22y,no
T22349,03m-02d-22y,no
T22350,05m-25d-22y,no
T22351,02m-26d-22y,no
T22352,07m-10d-22y,no
T22353,05m-07d-22y,no
T22354,03m-06d-22y,no
T22355,02m-28d-22y,no
T22356,06m-04d-22y,no
T22357,08m-04d-22y,no
T22358,03m-03d-22y,no
T22359,05m-29d-22y,no
T22360,03m-28d-22y,no
T22361,07m-03d-22y,no
T22362,06m-16d-22y,no
T22363,12m-06d-22y,no
T22364,03m-22d-22y,no
T22365,06m-02d-22y,no
T22366,02m-27d-22y,no
T22367,12m-06d-22y,no
T22368,06m-07d-22y,no
T22369,02m-18d-22y,no
T22370,02m-19d-22y,no
T22371,04m-04d-22y,no
T22372,06m-08d-22y,no
T22373,03m-18d-22y,no
T22374,06m-12d-22y,no
T22375,03m-03d-22y,no
T22376,06m-26d-22y,no
T22377,11m-06d-22y,no
T22378,02m-18d-22y,no
T22379,01m-25d-22y,no
T22380,01m-25d-22y,no
T22381,07m-08d-22y,no
T22382,06m-11d-22y,no
T22383,01m-23d-22y,no
T22384,09m-07d-22y,no
T22385,04m-30d-22y,no
T22386,04m-30d-22y,no
T22387,06m-11d-22y,no
T22388,05m-03d-22y,no
T22389,06m-11d-22y,no
T22390,03m-17d-22y,no
T22391,05m-05d-22y,no
T22392,01m-24d-22y,no
T22393,06m-20d-22y,yes
T22394,06m-29d-22y,no
T22395,12m-05d-22y,no
T22396,02m-23d-22y,no
T22397,10m-04d-22y,no
T22398,10m-05d-22y,no
T22399,03m-25d-22y,no
T22400,06m-28d-22y,no
T22401,03m-20d-22y,no
T22402,06m-16d-22y,no
T22403,03m-25d-22y,no
T22404,06m-16d-22y,no
T22405,06m-06d-22y,no
T22406,04m-21d-22y,no
T22407,09m-01d-22y,no
T22408,09m-08d-22y,no
T22409,01m-03d-22y,no
T22410,02m-26d-22y,no
T22411,01m-05d-22y,no
T22412,06m-19d-22y,no
T22413,02m-27d-22y,no
T22414,06m-19d-22y,no
T22415,06m-02d-22y,no
T22416,06m-19d-22y,no
T22417,02m-18d-22y,no
T22418,01m-03d-22y,no
T22419,08m-06d-22y,no
T22420,04m-18d-22y,no
T22421,07m-01d-22y,no
T22422,02m-18d-22y,no
T22423,04m-24d-22y,no
T22424,03m-28d-22y,no
T22425,03m-28d-22y,no
T22426,03m-30d-22y,no
T22427,07m-02d-22y,no
T22428,03m-28d-22y,no
T22429,08m-11d-22y,no
T22430,03m-28d-22y,no
T22431,03m-28d-22y,no
T22432,07m-08d-22y,no
T22433,05m-24d-22y,no
T22434,08m-11d-22y,no
T22435,06m-17d-22y,no
T22436,05m-07d-22y,no
T22437,06m-03d-22y,no
T22438,02m-16d-22y,no
T22439,05m-17d-22y,no
T22440,02m-16d-22y,no
T22441,07m-03d-22y,no
T22442,04m-19d-22y,no
T22443,03m-06d-22y,no
T22444,05m-03d-22y,no
T22445,06m-03d-22y,no
T22446,11m-14d-22y,no
T22447,01m-11d-21y,no
T22448,03m-24d-21y,no
T22449,04m-30d-22y,no
T22450,04m-16d-22y,no
T22451,03m-24d-21y,no
T22452,02m-10d-21y,no
T22453,02m-15d-22y,no
T22454,11m-14d-22y,no
T22455,05m-13d-21y,no
T22456,05m-16d-22y,no
T22457,11m-21d-22y,no
T22458,01m-22d-21y,no
T22459,02m-10d-21y,no
T22460,09m-29d-21y,no
T22461,01m-22d-21y,no
T22462,11m-16d-22y,no
T22463,09m-29d-21y,no
T22464,01m-31d-21y,no
T22465,02m-15d-22y,no
T22466,02m-10d-21y,no
T22467,03m-24d-21y,no
T22468,11m-24d-22y,yes
T22469,01m-22d-21y,no
T22470,05m-13d-21y,no
T22471,05m-12d-21y,no
T22472,05m-12d-21y,no
T22473,02m-15d-22y,no
T22474,01m-19d-22y,no
T22475,05m-12d-21y,no
T22476,02m-19d-21y,no
T22477,03m-17d-21y,no
T22478,03m-21d-21y,no
T22479,01m-02d-21y,no
T22480,02m-04d-21y,no
T22481,12m-26d-22y,yes
T22482,03m-26d-21y,no
T22483,03m-21d-21y,no
T22484,03m-17d-21y,no
T22485,03m-21d-21y,no
T22486,02m-04d-21y,no
T22487,11m-27d-22y,no
T22488,02m-03d-21y,no
T22489,01m-26d-21y,no
T22490,05m-12d-21y,no
T22491,04m-04d-21y,no
T22492,12m-21d-22y,no
T22493,01m-26d-21y,no
T22494,03m-01d-22y,no
T22495,03m-10d-21y,no
T22496,01m-10d-21y,no
T22497,10m-31d-21y,no
T22498,03m-21d-21y,no
T22499,03m-17d-21y,no
T22500,04m-11d-21y,no
T22501,02m-09d-21y,no
T22502,11m-30d-22y,no
T22503,09m-15d-22y,no
T22504,05m-11d-21y,no
T22505,04m-07d-21y,no
T22506,11m-20d-22y,no
T22507,02m-19d-21y,no
T22508,01m-21d-21y,no
T22509,11m-18d-22y,no
T22510,04m-03d-21y,no
T22511,09m-20d-21y,no
T22512,01m-19d-22y,no
T22513,12m-15d-21y,no
T22514,10m-31d-21y,no
T22515,05m-12d-21y,no
T22516,11m-28d-22y,no
T22517,04m-07d-21y,no
T22518,06m-03d-21y,no
T22519,03m-17d-21y,no
T22520,01m-20d-21y,yes
T22521,01m-10d-21y,no
T22522,06m-10d-21y,no
T22523,12m-15d-21y,no
T22524,12m-10d-21y,no
T22525,10m-31d-21y,no
T22526,05m-08d-21y,no
T22527,12m-14d-22y,no
T22528,04m-07d-21y,no
T22529,04m-07d-21y,no
T22530,12m-17d-22y,no
T22531,05m-06d-21y,no
T22532,11m-24d-22y,yes
T22533,05m-16d-22y,no
T22534,12m-29d-22y,no
T22535,05m-11d-21y,no
T22536,06m-10d-21y,no
T22537,09m-20d-21y,no
T22538,02m-09d-21y,no
T22539,08m-30d-21y,no
T22540,11m-27d-22y,no
T22541,06m-03d-21y,no
T22542,02m-04d-21y,no
T22543,04m-11d-21y,no
T22544,01m-20d-21y,yes
T22545,01m-19d-21y,no
T22546,05m-11d-21y,no
T22547,12m-01d-21y,no
T22548,03m-10d-21y,no
T22549,04m-09d-22y,no
T22550,07m-15d-22y,no
T22551,03m-03d-21y,no
T22552,02m-04d-21y,no
T22553,03m-15d-22y,no
T22554,03m-01d-22y,no
T22555,09m-20d-21y,no
T22556,12m-07d-21y,no
T22557,05m-12d-21y,no
T22558,01m-21d-21y,no
T22559,02m-16d-21y,no
T22560,05m-11d-21y,no
T22561,03m-01d-22y,no
T22562,08m-30d-21y,no
T22563,12m-28d-21y,no
T22564,12m-28d-21y,no
T22565,03m-26d-21y,no
T22566,03m-21d-21y,no
T22567,05m-12d-21y,no
T22568,11m-26d-22y,no
T22569,01m-30d-21y,no
T22570,05m-09d-21y,no
T22571,01m-01d-22y,no
T22572,12m-22d-22y,no
T22573,01m-01d-22y,no
T22574,01m-10d-21y,no
T22575,01m-02d-21y,no
T22576,01m-02d-21y,no
T22577,03m-26d-21y,no
T22578,11m-14d-22y,no
T22579,08m-29d-21y,no
T22580,05m-11d-21y,no
T22581,12m-22d-22y,no
T22582,06m-03d-21y,no
T22583,03m-26d-21y,no
T22584,01m-02d-21y,no
T22585,03m-26d-21y,no
T22586,05m-11d-21y,no
T22587,05m-11d-21y,no
T22588,02m-09d-21y,no
T22589,12m-01d-21y,no
T22590,05m-08d-21y,no
T22591,11m-26d-22y,no
T22592,05m-06d-21y,no
T22593,04m-11d-21y,no
T22594,05m-12d-21y,no
T22595,01m-10d-21y,no
T22596,01m-26d-21y,no
T22597,01m-26d-21y,no
T22598,05m-11d-21y,no
T22599,08m-30d-22y,no
T22600,11m-24d-21y,no
T22601,03m-09d-21y,no
T22602,01m-07d-22y,no
T22603,01m-12d-21y,no
T22604,01m-07d-22y,no
T22605,07m-26d-22y,no
T22606,09m-17d-22y,no
T22607,07m-30d-22y,no
T22608,07m-26d-22y,no
T22609,07m-26d-22y,no
T22610,02m-06d-22y,no
T22611,07m-27d-22y,no
T22612,12m-01d-22y,no
T22613,09m-26d-21y,no
T22614,09m-04d-22y,no
T22615,07m-25d-22y,no
T22616,01m-13d-22y,no
T22617,04m-06d-22y,no
T22618,11m-03d-22y,no
T22619,11m-29d-21y,no
T22620,07m-14d-21y,no
T22621,01m-09d-21y,no
T22622,12m-11d-22y,no
T22623,07m-30d-22y,no
T22624,12m-11d-22y,no
T22625,08m-25d-22y,no
T22626,04m-06d-22y,no
T22627,03m-20d-22y,no
T22628,03m-20d-22y,no
T22629,11m-06d-22y,no
T22630,03m-27d-22y,no
T22631,08m-05d-22y,no
T22632,10m-04d-22y,no
T22633,03m-27d-22y,no
T22634,03m-20d-22y,no
T22635,01m-27d-22y,no
T22636,03m-26d-22y,no
T22637,03m-27d-22y,no
T22638,06m-23d-22y,no
T22639,06m-22d-22y,no
T22640,06m-24d-22y,no
T22641,01m-27d-22y,no
T22642,03m-24d-22y,no
T22643,02m-21d-22y,yes
T22644,06m-24d-22y,no
T22645,06m-07d-22y,no
T22646,11m-04d-22y,no
T22647,02m-04d-22y,no
T22648,09m-03d-22y,no
T22649,03m-25d-22y,no
T22650,03m-30d-22y,no
T22651,05m-30d-22y,yes
T22652,03m-25d-22y,no
T22653,05m-30d-22y,yes
T22654,09m-06d-22y,no
T22655,05m-16d-22y,no
T22656,03m-25d-22y,no
T22657,03m-30d-22y,no
T22658,04m-26d-22y,no
T22659,05m-28d-22y,no
T22660,06m-07d-22y,no
T22661,09m-03d-22y,no
T22662,05m-28d-22y,no
T22663,01m-04d-22y,no
T22664,09m-03d-22y,no
T22665,05m-24d-22y,no
T22666,04m-24d-22y,no
T22667,04m-24d-22y,no
T22668,04m-27d-22y,no
T22669,03m-30d-22y,no
T22670,09m-03d-22y,no
T22671,05m-06d-22y,no
T22672,02m-04d-22y,no
T22673,03m-30d-22y,no
T22674,09m-03d-22y,no
T22675,05m-06d-22y,no
T22676,05m-06d-22y,no
T22677,04m-29d-22y,no
T22678,04m-27d-22y,no
T22679,06m-20d-22y,yes
T22680,06m-20d-22y,yes
T22681,03m-30d-22y,no
T22682,01m-03d-22y,no
T22683,05m-25d-22y,no
T22684,04m-29d-22y,no
T22685,06m-08d-22y,no
T22686,06m-08d-22y,no
T22687,06m-08d-22y,no
T22688,06m-08d-22y,no
T22689,05m-22d-22y,no
T22690,05m-26d-22y,no
T22691,01m-31d-22y,no
T22692,07m-06d-22y,no
T22693,06m-19d-22y,no
T22694,05m-21d-22y,no
T22695,01m-31d-22y,no
T22696,09m-10d-22y,no
T22697,08m-01d-22y,no
T22698,09m-08d-22y,no
T22699,06m-19d-22y,no
T22700,08m-01d-22y,no
T22701,07m-11d-22y,no
T22702,08m-01d-22y,no
T22703,05m-19d-22y,no
T22704,07m-11d-22y,no
T22705,02m-16d-22y,no
T22706,08m-01d-22y,no
T22707,05m-30d-22y,yes
T22708,03m-30d-22y,no
T22709,04m-29d-22y,no
T22710,09m-08d-22y,no
T22711,07m-11d-22y,no
T22712,03m-30d-22y,no
T22713,08m-04d-22y,no
T22714,02m-28d-22y,no
T22715,02m-28d-22y,no
T22716,02m-28d-22y,no
T22717,05m-11d-22y,no
T22718,05m-09d-22y,no
T22719,08m-01d-22y,no
T22720,07m-11d-22y,no
T22721,07m-10d-22y,no
T22722,02m-28d-22y,no
T22723,02m-16d-22y,no
T22724,09m-08d-22y,no
T22725,09m-08d-22y,no
T22726,03m-22d-22y,no
T22727,04m-25d-22y,no
T22728,04m-21d-22y,no
T22729,03m-22d-22y,no
T22730,05m-30d-22y,yes
T22731,02m-18d-22y,no
T22732,04m-22d-22y,no
T22733,04m-21d-22y,no
T22734,06m-07d-22y,no
T22735,06m-07d-22y,no
T22736,02m-21d-22y,yes
T22737,04m-27d-22y,no
T22738,07m-05d-22y,no
T22739,05m-09d-22y,no
T22740,02m-28d-22y,no
T22741,03m-05d-22y,no
T22742,08m-01d-22y,no
T22743,03m-22d-22y,no
T22744,01m-27d-22y,no
T22745,01m-27d-22y,no
T22746,03m-27d-22y,no
T22747,08m-05d-22y,no
T22748,03m-20d-22y,no
T22749,04m-28d-22y,no
T22750,06m-06d-22y,no
T22751,02m-05d-22y,no
T22752,01m-03d-22y,no
T22753,09m-04d-22y,no
T22754,06m-12d-22y,no
T22755,09m-04d-22y,no
T22756,08m-05d-22y,no
T22757,06m-07d-22y,no
T22758,04m-18d-22y,no
T22759,06m-19d-22y,no
T22760,08m-05d-22y,no
T22761,08m-01d-22y,no
T22762,09m-10d-22y,no
T22763,10m-04d-22y,no
T22764,05m-11d-22y,no
T22765,03m-30d-22y,no
T22766,09m-05d-22y,yes
T22767,04m-22d-22y,no
T22768,05m-03d-22y,no
T22769,05m-23d-22y,no
T22770,03m-18d-22y,no
T22771,07m-10d-22y,no
T22772,02m-18d-22y,no
T22773,03m-22d-22y,no
T22774,03m-20d-22y,no
T22775,03m-26d-22y,no
T22776,03m-26d-22y,no
T22777,03m-26d-22y,no
T22778,02m-21d-22y,yes
T22779,02m-21d-22y,yes
T22780,03m-20d-22y,no
T22781,03m-25d-22y,no
T22782,03m-04d-22y,no
T22783,03m-04d-22y,no
T22784,06m-20d-22y,yes
T22785,05m-22d-22y,no
T22786,08m-01d-22y,no
T22787,09m-10d-22y,no
T22788,08m-01d-22y,no
T22789,01m-31d-22y,no
T22790,05m-11d-22y,no
T22791,07m-11d-22y,no
T22792,05m-22d-22y,no
T22793,02m-28d-22y,no
T22794,07m-10d-22y,no
T22795,02m-16d-22y,no
T22796,05m-09d-22y,no
T22797,01m-04d-22y,no
T22798,03m-27d-22y,no
T22799,02m-21d-22y,yes
T22800,06m-16d-22y,no
T22801,03m-05d-22y,no
T22802,06m-12d-22y,no
T22803,04m-16d-22y,no
T22804,03m-04d-22y,no
T22805,04m-06d-22y,no
T22806,01m-31d-22y,no
T22807,01m-31d-22y,no
T22808,02m-28d-22y,no
T22809,02m-28d-22y,no
T22810,05m-03d-22y,no
T22811,05m-06d-21y,no
T22812,12m-17d-21y,no
T22813,01m-12d-22y,no
T22814,02m-20d-21y,no
T22815,03m-03d-21y,no
T22816,11m-19d-22y,no
T22817,03m-22d-21y,no
T22818,05m-06d-21y,no
T22819,03m-22d-21y,no
T22820,12m-25d-22y,no
T22821,05m-06d-21y,no
T22822,03m-22d-21y,no
T22823,05m-06d-21y,no
T22824,11m-20d-22y,no
T22825,03m-22d-21y,no
T22826,02m-20d-21y,no
T22827,03m-03d-21y,no
T22828,03m-22d-21y,no
T22829,04m-06d-22y,no
T22830,11m-19d-22y,no
T22831,03m-14d-21y,no
T22832,07m-15d-21y,no
T22833,07m-15d-21y,no
T22834,05m-21d-22y,no
T22835,01m-18d-22y,no
T22836,01m-21d-21y,no
T22837,04m-08d-21y,no
T22838,04m-08d-21y,no
T22839,01m-02d-21y,no
T22840,12m-18d-22y,no
T22841,11m-24d-22y,yes
T22842,03m-06d-22y,no
T22843,01m-12d-22y,no
T22844,01m-18d-22y,no
T22845,09m-19d-21y,no
T22846,01m-18d-22y,no
T22847,09m-19d-21y,no
T22848,10m-23d-21y,no
T22849,03m-23d-21y,no
T22850,12m-15d-22y,no
T22851,09m-17d-21y,no
T22852,09m-19d-21y,no
T22853,03m-28d-21y,no
T22854,09m-20d-21y,no
T22855,07m-15d-21y,no
T22856,04m-23d-22y,no
T22857,09m-27d-21y,no
T22858,03m-22d-21y,no
T22859,09m-15d-22y,no
T22860,05m-01d-21y,no
T22861,10m-31d-21y,no
T22862,03m-22d-21y,no
T22863,10m-24d-21y,no
T22864,03m-30d-21y,no
T22865,03m-24d-21y,no
T22866,08m-31d-21y,no
T22867,08m-31d-21y,no
T22868,08m-31d-21y,no
T22869,03m-22d-21y,no
T22870,11m-24d-22y,yes
T22871,08m-31d-21y,no
T22872,12m-23d-22y,no
T22873,04m-03d-21y,no
T22874,11m-14d-22y,no
T22875,12m-24d-22y,no
T22876,11m-28d-22y,no
T22877,12m-20d-21y,no
T22878,02m-15d-22y,no
T22879,12m-20d-21y,no
T22880,01m-15d-22y,no
T22881,06m-13d-21y,no
T22882,04m-03d-21y,no
T22883,04m-03d-21y,no
T22884,12m-14d-22y,no
T22885,12m-20d-21y,no
T22886,01m-30d-21y,no
T22887,12m-13d-21y,no
T22888,08m-31d-21y,no
T22889,11m-21d-22y,no
T22890,05m-15d-21y,no
T22891,12m-20d-22y,no
T22892,03m-29d-21y,no
T22893,01m-30d-21y,no
T22894,01m-30d-21y,no
T22895,06m-06d-21y,no
T22896,02m-15d-22y,no
T22897,01m-30d-21y,no
T22898,01m-18d-21y,yes
T22899,01m-30d-21y,no
T22900,12m-18d-22y,no
T22901,07m-15d-22y,no
T22902,06m-06d-21y,no
T22903,03m-23d-21y,no
T22904,01m-26d-21y,no
T22905,11m-23d-22y,no
T22906,03m-23d-21y,no
T22907,03m-29d-21y,no
T22908,03m-29d-21y,no
T22909,04m-01d-21y,no
T22910,03m-29d-21y,no
T22911,12m-14d-22y,no
T22912,05m-15d-21y,no
T22913,01m-30d-21y,no
T22914,06m-10d-21y,no
T22915,10m-15d-22y,no
T22916,01m-30d-21y,no
T22917,08m-31d-21y,no
T22918,08m-31d-21y,no
T22919,01m-26d-21y,no
T22920,03m-23d-21y,no
T22921,08m-31d-21y,no
T22922,05m-15d-21y,no
T22923,06m-11d-21y,no
T22924,12m-31d-22y,yes
T22925,06m-04d-21y,no
T22926,06m-04d-21y,no
T22927,04m-02d-21y,no
T22928,04m-02d-21y,no
T22929,11m-19d-22y,no
T22930,12m-18d-22y,no
T22931,06m-11d-21y,no
T22932,06m-11d-21y,no
T22933,01m-17d-22y,yes
T22934,04m-03d-22y,no
T22935,04m-03d-22y,no
T22936,02m-18d-21y,no
T22937,12m-31d-22y,yes
T22938,06m-11d-21y,no
T22939,02m-20d-21y,no
T22940,02m-20d-21y,no
T22941,09m-19d-21y,no
T22942,03m-28d-21y,no
T22943,01m-21d-21y,no
T22944,03m-13d-21y,no
T22945,04m-08d-21y,no
T22946,03m-24d-21y,no
T22947,04m-03d-21y,no
T22948,02m-11d-21y,no
T22949,11m-19d-21y,no
T22950,02m-18d-21y,no
T22951,06m-04d-21y,no
T22952,06m-04d-21y,no
T22953,03m-03d-21y,no
T22954,03m-03d-21y,no
T22955,10m-23d-21y,no
T22956,07m-06d-22y,no
T22957,09m-19d-21y,no
T22958,10m-23d-21y,no
T22959,03m-28d-21y,no
T22960,03m-19d-21y,no
T22961,03m-23d-21y,no
T22962,03m-22d-21y,no
T22963,12m-20d-21y,no
T22964,02m-18d-21y,no
T22965,06m-10d-21y,no
T22966,01m-28d-21y,no
T22967,04m-02d-21y,no
T22968,04m-03d-22y,no
T22969,02m-18d-21y,no
T22970,06m-04d-21y,no
T22971,01m-27d-21y,no
T22972,03m-03d-21y,no
T22973,10m-14d-21y,no
T22974,02m-20d-21y,no
T22975,03m-13d-21y,no
T22976,09m-19d-21y,no
T22977,03m-13d-21y,no
T22978,01m-02d-21y,no
T22979,04m-08d-21y,no
T22980,09m-17d-21y,no
T22981,03m-23d-21y,no
T22982,03m-20d-21y,no
T22983,09m-19d-21y,no
T22984,10m-24d-21y,no
T22985,10m-31d-21y,no
T22986,10m-24d-21y,no
T22987,12m-13d-21y,no
T22988,08m-31d-21y,no
T22989,05m-15d-21y,no
T22990,03m-23d-21y,no
T22991,04m-02d-21y,no
T22992,02m-18d-21y,no
T22993,02m-18d-21y,no
T22994,01m-27d-21y,no
T22995,01m-27d-21y,no
T22996,06m-11d-21y,no
T22997,12m-13d-21y,no
T22998,12m-17d-21y,no
T22999,12m-13d-21y,no
T23000,10m-23d-21y,no
T23001,01m-21d-21y,no
T23002,03m-20d-21y,no
T23003,09m-19d-21y,no
T23004,03m-19d-21y,no
T23005,09m-19d-21y,no
T23006,01m-21d-21y,no
